inst#,solver,actualclass,predictedclass,, error, probability distribution
615,88987917,bad,bad,0.004 *0.996,,
616,88304927,good,bad,0     *1    ,,
617,52421325,bad,bad,0.013 *0.987,,
618,11728976,bad,bad,0.027 *0.973,,
619,30870723,bad,bad,0.032 *0.968,,
620,30870721,bad,bad,0.032 *0.968,,
621,30870720,bad,bad,0.032 *0.968,,
622,28257540,bad,bad,0.156 *0.844,,
623,92331214,bad,bad,0.004 *0.996,,
624,94599139,bad,bad,0     *1    ,,
625,58743452,bad,bad,0.1   *0.9  ,,
626,58743455,bad,bad,0.036 *0.964,,
627,96590060,bad,bad,0.08  *0.92 ,,
628,72490863,bad,bad,0.043 *0.957,,
629,87479578,good,good,*0.93   0.07 ,,
630,52068147,good,good,*0.934  0.066,,
631,39942443,good,good,*0.926  0.074,,
632,87217530,bad,bad,0     *1    ,,
633,88436999,bad,bad,0     *1    ,,
634,41159761,bad,bad,0.003 *0.997,,
635,22938021,bad,bad,0     *1    ,,
636,34159646,bad,bad,0     *1    ,,
637,88987917,bad,bad,0     *1    ,,
638,52421328,bad,bad,0     *1    ,,
639,52421325,bad,bad,0     *1    ,,
640,52421327,bad,bad,0     *1    ,,
641,11728976,bad,bad,0.003 *0.997,,
642,21591615,bad,bad,0     *1    ,,
643,21591614,bad,bad,0     *1    ,,
644,8173694,bad,bad,0.003 *0.997,,
645,92331214,bad,bad,0     *1    ,,
646,94599139,good,good,*0.928  0.072,,
647,68908713,bad,bad,0     *1    ,,
648,45850728,bad,bad,0.003 *0.997,,
649,74995666,bad,bad,0.039 *0.961,,
650,87479578,bad,bad,0.031 *0.969,,
651,14953989,bad,bad,0.016 *0.984,,
652,52068145,good,bad,0.196 *0.804,,
653,12926477,bad,bad,0.016 *0.984,,
654,12926476,bad,bad,0.016 *0.984,,
655,39942443,bad,bad,0.029 *0.971,,
656,44526267,bad,bad,0.024 *0.976,,
657,95762354,bad,bad,0.072 *0.928,,
658,95762352,bad,bad,0.072 *0.928,,
659,32110531,bad,bad,0.052 *0.948,,
660,93485612,bad,good,*0.893  0.107,,
661,47942864,bad,bad,0.024 *0.976,,
662,30523628,bad,bad,0.208 *0.792,,
663,1788899,bad,bad,0.015 *0.985,,
664,52421328,bad,bad,0.001 *0.999,,
665,52421325,bad,bad,0.001 *0.999,,
666,21591615,bad,bad,0.01  *0.99 ,,
667,68908713,bad,bad,0.028 *0.972,,
668,60392863,bad,bad,0.028 *0.972,,
669,72490863,bad,bad,0.039 *0.961,,
670,14953989,bad,bad,0.016 *0.984,,
671,28257538,bad,bad,0.016 *0.984,,
672,89269802,bad,bad,0.004 *0.996,,
673,39942440,bad,bad,0.016 *0.984,,
674,44673503,bad,bad,0.016 *0.984,,
675,90783920,bad,bad,0.004 *0.996,,
676,9786219,good,bad,0.016 *0.984,,
677,44526267,bad,bad,0.016 *0.984,,
678,87217530,bad,bad,0.016 *0.984,,
679,95762352,bad,bad,0.059 *0.941,,
680,33173731,bad,bad,0.016 *0.984,,
681,32110531,bad,bad,0.016 *0.984,,
682,32110532,bad,bad,0.016 *0.984,,
683,11256942,bad,bad,0.016 *0.984,,
684,42851841,bad,bad,0.016 *0.984,,
685,7668974,bad,bad,0.016 *0.984,,
686,88436999,bad,bad,0.004 *0.996,,
687,59171420,bad,bad,0.016 *0.984,,
688,86142507,bad,bad,0.016 *0.984,,
689,12271644,bad,bad,0.016 *0.984,,
690,22938024,bad,bad,0.016 *0.984,,
691,30523628,bad,bad,0.016 *0.984,,
692,47942866,bad,bad,0.016 *0.984,,
693,47942867,bad,bad,0.016 *0.984,,
694,30523626,bad,bad,0.016 *0.984,,
695,82456576,bad,bad,0.016 *0.984,,
696,88304927,bad,bad,0     *1    ,,
697,52198658,bad,bad,0.016 *0.984,,
698,71929702,bad,bad,0.016 *0.984,,
699,94599139,bad,bad,0.059 *0.941,,
700,94599140,bad,bad,0.059 *0.941,,
701,96689089,bad,bad,0.08  *0.92 ,,
702,91845162,bad,bad,0.004 *0.996,,
703,72490863,bad,bad,0.016 *0.984,,
704,14953989,bad,bad,0.027 *0.973,,
705,73388125,bad,bad,0.043 *0.957,,
706,12926478,bad,bad,0.027 *0.973,,
707,52068145,good,good,*0.771  0.229,,
708,50249253,bad,bad,0.011 *0.989,,
709,56513173,bad,bad,0.013 *0.987,,
710,39942443,good,bad,0.063 *0.938,,
711,32197588,bad,bad,0.032 *0.968,,
712,93485612,bad,bad,0.302 *0.698,,
713,59171420,bad,bad,0.01  *0.99 ,,
714,75259914,bad,bad,0.043 *0.957,,
715,22938023,bad,bad,0.027 *0.973,,
716,22938021,bad,bad,0.027 *0.973,,
717,11728976,bad,bad,0.027 *0.973,,
718,71929702,bad,bad,0.362 *0.638,,
719,53621904,bad,bad,0.013 *0.987,,
720,92331214,bad,bad,0.004 *0.996,,
721,94599139,bad,bad,0.116 *0.884,,
722,96689089,bad,bad,0.08  *0.92 ,,
723,74995666,bad,bad,0.043 *0.957,,
724,12926479,bad,bad,0.027 *0.973,,
725,12926478,bad,bad,0.027 *0.973,,
726,52068146,bad,bad,0.194 *0.806,,
727,52068147,bad,bad,0.086 *0.914,,
728,12926476,bad,bad,0.027 *0.973,,
729,47942865,bad,bad,0.011 *0.989,,
730,50249253,bad,bad,0.011 *0.989,,
731,45869639,bad,bad,0.011 *0.989,,
732,45869638,bad,bad,0.011 *0.989,,
733,99720138,good,good,*0.765  0.235,,
734,52198660,bad,bad,0.013 *0.987,,
735,9786219,good,good,*0.944  0.056,,
736,44526267,bad,bad,0.011 *0.989,,
737,95762354,bad,bad,0.139 *0.861,,
738,93485612,bad,bad,0.302 *0.698,,
739,16465898,good,bad,0.027 *0.973,,
740,18707297,bad,bad,0.027 *0.973,,
741,11256943,bad,bad,0.027 *0.973,,
742,24748479,bad,bad,0.027 *0.973,,
743,86142506,bad,bad,0.043 *0.957,,
744,86142507,bad,bad,0.043 *0.957,,
745,47355262,bad,bad,0.011 *0.989,,
746,30523626,bad,bad,0.156 *0.844,,
747,44791169,good,bad,0.011 *0.989,,
748,96590062,bad,bad,0.08  *0.92 ,,
749,52198657,bad,bad,0.013 *0.987,,
750,30870720,bad,bad,0.032 *0.968,,
751,53621904,bad,bad,0.013 *0.987,,
752,87479580,bad,bad,0.087 *0.913,,
753,96590063,bad,bad,0.08  *0.92 ,,
754,89269801,bad,bad,0.004 *0.996,,
755,60392862,good,bad,0.01  *0.99 ,,
756,60392860,bad,bad,0.01  *0.99 ,,
757,45850727,bad,bad,0.011 *0.989,,
758,45850728,bad,bad,0.011 *0.989,,
759,74995666,bad,bad,0.043 *0.957,,
760,73388125,bad,bad,0.043 *0.957,,
761,52068145,bad,bad,0.167 *0.833,,
762,54685154,bad,bad,0.013 *0.987,,
763,89269803,bad,bad,0.004 *0.996,,
764,39942443,bad,good,*0.763  0.237,,
765,44673503,bad,bad,0.011 *0.989,,
766,90783920,bad,bad,0.004 *0.996,,
767,53302993,bad,bad,0.013 *0.987,,
768,44526267,bad,bad,0.011 *0.989,,
769,16465898,good,bad,0.027 *0.973,,
770,11256944,bad,bad,0.027 *0.973,,
771,7668975,bad,bad,0.005 *0.995,,
772,24748479,bad,bad,0.027 *0.973,,
773,86142506,bad,bad,0.043 *0.957,,
774,86142505,bad,bad,0.043 *0.957,,
775,22938021,bad,bad,0.027 *0.973,,
776,47942866,bad,bad,0.011 *0.989,,
777,82456576,bad,bad,0.043 *0.957,,
778,11728976,bad,bad,0.027 *0.973,,
779,21591615,bad,bad,0.027 *0.973,,
780,52198657,bad,bad,0.013 *0.987,,
781,71929702,good,good,*1      0    ,,
782,53621904,bad,bad,0.013 *0.987,,
783,94599139,bad,bad,0.024 *0.976,,
784,68908713,bad,bad,0.01  *0.99 ,,
785,58743454,bad,bad,0.012 *0.988,,
786,45850726,bad,bad,0.011 *0.989,,
787,87479578,bad,bad,0.039 *0.961,,
788,17479586,bad,bad,0.003 *0.997,,
789,14953989,bad,bad,0.003 *0.997,,
790,43707384,bad,bad,0.003 *0.997,,
791,52068145,good,good,*0.841  0.159,,
792,52198660,bad,bad,0     *1    ,,
793,39942440,bad,bad,0.04  *0.96 ,,
794,28187355,bad,bad,0     *1    ,,
795,7668973,bad,bad,0.003 *0.997,,
796,7668975,bad,bad,0.003 *0.997,,
797,22938022,bad,bad,0     *1    ,,
798,22938021,bad,bad,0     *1    ,,
799,22938024,bad,bad,0     *1    ,,
800,30523628,bad,bad,0.208 *0.792,,
801,30523627,good,good,*0.92   0.08 ,,
802,1788899,bad,bad,0.003 *0.997,,
803,82456576,bad,bad,0     *1    ,,
804,52421326,bad,bad,0     *1    ,,
805,11728976,bad,bad,0.003 *0.997,,
806,21591614,bad,bad,0     *1    ,,
807,8173694,bad,bad,0.003 *0.997,,
808,52198658,bad,bad,0     *1    ,,
809,96929765,bad,bad,0     *1    ,,
810,81986705,bad,bad,0     *1    ,,
811,96689089,bad,bad,0.073 *0.927,,
812,36171345,bad,bad,0     *1    ,,
813,87479578,bad,bad,0.039 *0.961,,
814,14953989,bad,bad,0.027 *0.973,,
815,52068146,bad,good,*0.833  0.167,,
816,12926477,bad,bad,0.027 *0.973,,
817,45869637,bad,bad,0.011 *0.989,,
818,89269804,bad,bad,0.004 *0.996,,
819,44673503,bad,bad,0.011 *0.989,,
820,44526267,bad,bad,0.011 *0.989,,
821,87217530,bad,bad,0.043 *0.957,,
822,93485612,bad,bad,0.302 *0.698,,
823,16465898,good,bad,0.027 *0.973,,
824,11256941,bad,bad,0.027 *0.973,,
825,24748479,bad,bad,0.027 *0.973,,
826,19552033,bad,bad,0.027 *0.973,,
827,12271644,bad,bad,0.027 *0.973,,
828,22938022,bad,bad,0.027 *0.973,,
829,22938023,bad,bad,0.027 *0.973,,
830,44791169,good,bad,0.011 *0.989,,
831,21591614,bad,bad,0.027 *0.973,,
832,52198657,bad,bad,0.013 *0.987,,
833,30870723,bad,bad,0.032 *0.968,,
834,28257540,bad,bad,0.156 *0.844,,
835,94599138,bad,bad,0.024 *0.976,,
836,58743455,bad,bad,0.012 *0.988,,
837,87479580,bad,bad,0.087 *0.913,,
838,96590060,bad,bad,0.08  *0.92 ,,
839,20321733,bad,bad,0.027 *0.973,,
840,96689089,good,bad,0.08  *0.92 ,,
841,60392860,bad,bad,0.01  *0.99 ,,
842,45850725,bad,bad,0.011 *0.989,,
843,45850726,bad,bad,0.011 *0.989,,
844,7481378,bad,bad,0     *1    ,,
845,12926479,bad,bad,0     *1    ,,
846,52068148,bad,bad,0.038 *0.962,,
847,52068147,bad,bad,0.038 *0.962,,
848,52068145,bad,bad,0     *1    ,,
849,32110529,bad,bad,0.032 *0.968,,
850,52198660,bad,bad,0.013 *0.987,,
851,28187355,bad,bad,0     *1    ,,
852,90783920,good,bad,0.004 *0.996,,
853,32197588,bad,bad,0.032 *0.968,,
854,32110532,bad,bad,0.032 *0.968,,
855,7668973,bad,bad,0     *1    ,,
856,41159761,bad,bad,0.011 *0.989,,
857,86142507,bad,bad,0.043 *0.957,,
858,22938023,good,good,*0.828  0.172,,
859,94479547,bad,bad,0     *1    ,,
860,88304927,bad,bad,0     *1    ,,
861,52421327,bad,bad,0.013 *0.987,,
862,52198657,bad,bad,0.013 *0.987,,
863,71929702,bad,bad,0.362 *0.638,,
864,30870721,bad,bad,0.032 *0.968,,
865,30870720,bad,bad,0.032 *0.968,,
866,53621904,bad,bad,0.013 *0.987,,
867,58743452,good,good,*0.846  0.154,,
868,96590063,bad,bad,0.08  *0.92 ,,
869,94599140,bad,bad,0.169 *0.831,,
870,87479577,bad,good,*0.768  0.232,,
871,28257538,bad,bad,0.156 *0.844,,
872,28257539,bad,bad,0.156 *0.844,,
873,52068146,bad,bad,0.194 *0.806,,
874,52068145,bad,good,*0.771  0.229,,
875,47942865,bad,bad,0.011 *0.989,,
876,45869637,bad,bad,0.011 *0.989,,
877,54685154,bad,bad,0.013 *0.987,,
878,89269804,bad,bad,0.004 *0.996,,
879,52198660,bad,bad,0.013 *0.987,,
880,28187355,bad,bad,0.027 *0.973,,
881,44526267,bad,bad,0.011 *0.989,,
882,95762355,good,good,*0.583  0.417,,
883,32110532,bad,bad,0.032 *0.968,,
884,16465898,good,bad,0.027 *0.973,,
885,11256942,bad,bad,0.027 *0.973,,
886,42851841,bad,bad,0.011 *0.989,,
887,7668975,bad,bad,0.005 *0.995,,
888,86142506,bad,bad,0.043 *0.957,,
889,22938023,bad,bad,0.027 *0.973,,
890,47942867,bad,bad,0.011 *0.989,,
891,94479547,bad,bad,0     *1    ,,
892,30523626,bad,bad,0.156 *0.844,,
893,52421328,bad,bad,0.013 *0.987,,
894,52421325,bad,bad,0.013 *0.987,,
895,96590062,bad,bad,0.08  *0.92 ,,
896,30870722,bad,bad,0.032 *0.968,,
897,28257540,bad,bad,0.156 *0.844,,
898,94599138,bad,bad,0.116 *0.884,,
899,81986705,good,bad,0.043 *0.957,,
900,20321733,bad,bad,0.027 *0.973,,
901,91845162,bad,bad,0.004 *0.996,,
902,60392861,bad,bad,0.01  *0.99 ,,
903,45850726,bad,bad,0.011 *0.989,,
904,28257539,bad,bad,0.075 *0.925,,
905,45869637,bad,bad,0.075 *0.925,,
906,56513173,good,bad,0.075 *0.925,,
907,89269804,bad,bad,0     *1    ,,
908,39942442,bad,bad,0.075 *0.925,,
909,44673503,bad,bad,0.075 *0.925,,
910,32110530,bad,bad,0.075 *0.925,,
911,28257537,bad,bad,0.075 *0.925,,
912,19552035,bad,bad,0.075 *0.925,,
913,19552032,bad,bad,0.075 *0.925,,
914,86142507,bad,bad,0.075 *0.925,,
915,86142505,bad,bad,0.075 *0.925,,
916,22938021,bad,bad,0.075 *0.925,,
917,88987917,bad,bad,0     *1    ,,
918,30523628,bad,bad,0.075 *0.925,,
919,47942867,bad,bad,0.075 *0.925,,
920,17734818,bad,bad,0.075 *0.925,,
921,8788782,bad,bad,0.075 *0.925,,
922,30870723,bad,bad,0.075 *0.925,,
923,30870722,bad,bad,0.075 *0.925,,
924,30870720,bad,bad,0.075 *0.925,,
925,53621904,bad,bad,0.075 *0.925,,
926,94599137,bad,good,*0.677  0.323,,
927,96590061,bad,bad,0.08  *0.92 ,,
928,96590063,bad,bad,0.08  *0.92 ,,
929,94599140,bad,bad,0.116 *0.884,,
930,60392862,bad,bad,0.075 *0.925,,
931,45850726,bad,bad,0.075 *0.925,,
932,87479578,good,good,*0.947  0.053,,
933,73388125,bad,bad,0     *1    ,,
934,12926478,bad,bad,0     *1    ,,
935,56513173,bad,bad,0     *1    ,,
936,28187355,bad,bad,0     *1    ,,
937,33998453,bad,bad,0     *1    ,,
938,22938024,bad,bad,0     *1    ,,
939,52421325,bad,bad,0     *1    ,,
940,52421327,bad,bad,0     *1    ,,
941,21591615,bad,bad,0     *1    ,,
942,53621904,bad,bad,0     *1    ,,
943,87479580,good,good,*0.947  0.053,,
944,45850726,bad,bad,0     *1    ,,
945,87479578,bad,good,*1      0    ,,
946,52068145,bad,bad,0.167 *0.833,,
947,12926477,bad,bad,0.027 *0.973,,
948,56513173,bad,bad,0.013 *0.987,,
949,39942443,bad,bad,0.222 *0.778,,
950,39942442,bad,good,*0.969  0.031,,
951,53302993,bad,bad,0.013 *0.987,,
952,32110531,bad,bad,0.032 *0.968,,
953,32110532,bad,bad,0.032 *0.968,,
954,16306266,bad,bad,0.027 *0.973,,
955,86142508,bad,bad,0.043 *0.957,,
956,19552035,bad,bad,0.027 *0.973,,
957,19552034,bad,bad,0.027 *0.973,,
958,19552033,bad,bad,0.027 *0.973,,
959,75259914,bad,bad,0.043 *0.957,,
960,12271644,bad,bad,0.027 *0.973,,
961,22938023,bad,bad,0.027 *0.973,,
962,47355262,bad,bad,0.011 *0.989,,
963,88987917,bad,bad,0.004 *0.996,,
964,30523627,bad,bad,0     *1    ,,
965,30523626,bad,bad,0.156 *0.844,,
966,82456576,bad,bad,0.043 *0.957,,
967,52421328,bad,bad,0.013 *0.987,,
968,52421326,bad,bad,0.013 *0.987,,
969,21591612,bad,bad,0.027 *0.973,,
970,30870722,bad,bad,0.032 *0.968,,
971,92331214,bad,bad,0.004 *0.996,,
972,20321734,bad,bad,0.027 *0.973,,
973,68908713,bad,bad,0.01  *0.99 ,,
974,58743452,good,good,*1      0    ,,
975,58743455,bad,bad,0.012 *0.988,,
976,81986705,good,bad,0.043 *0.957,,
977,96590061,bad,bad,0.08  *0.92 ,,
978,94599140,bad,bad,0.025 *0.975,,
979,60392860,bad,bad,0.01  *0.99 ,,
980,45850725,bad,bad,0.011 *0.989,,
981,45850728,bad,bad,0.011 *0.989,,
982,66604316,bad,bad,0.01  *0.99 ,,
983,87479577,bad,bad,0.143 *0.857,,
984,87479579,bad,bad,0.031 *0.969,,
985,28257538,bad,bad,0.156 *0.844,,
986,52068148,bad,bad,0.086 *0.914,,
987,52068146,bad,bad,0     *1    ,,
988,12926476,bad,bad,0.027 *0.973,,
989,45869639,bad,bad,0.011 *0.989,,
990,45869638,bad,bad,0.011 *0.989,,
991,99720138,good,bad,0     *1    ,,
992,39942441,bad,bad,0.091 *0.909,,
993,39942440,bad,bad,0.091 *0.909,,
994,64278029,bad,bad,0.01  *0.99 ,,
995,87217530,bad,bad,0.043 *0.957,,
996,33173731,bad,bad,0.032 *0.968,,
997,11256942,bad,bad,0.027 *0.973,,
998,11256944,bad,bad,0.027 *0.973,,
999,12321508,bad,bad,0.027 *0.973,,
1000,19552033,bad,bad,0.027 *0.973,,
1001,75259914,bad,bad,0.043 *0.957,,
1002,22938022,bad,bad,0.027 *0.973,,
1003,22938024,bad,bad,0.027 *0.973,,
1004,30523628,bad,bad,0.125 *0.875,,
1005,30523627,bad,bad,0.125 *0.875,,
1006,82456576,bad,bad,0.043 *0.957,,
1007,52421328,bad,bad,0.013 *0.987,,
1008,52421325,bad,bad,0.013 *0.987,,
1009,52198657,bad,bad,0.013 *0.987,,
1010,94599139,bad,bad,0.003 *0.997,,
1011,68908713,bad,bad,0.01  *0.99 ,,
1012,58743454,bad,bad,0.012 *0.988,,
1013,45850728,bad,bad,0.011 *0.989,,
1014,66604316,bad,bad,0.037 *0.963,,
1015,14953989,bad,bad,0     *1    ,,
1016,52068145,bad,bad,0.037 *0.963,,
1017,47942865,bad,bad,0.037 *0.963,,
1018,45869639,bad,bad,0.037 *0.963,,
1019,54685154,bad,bad,0.037 *0.963,,
1020,32110529,bad,bad,0.037 *0.963,,
1021,89269804,bad,bad,0.004 *0.996,,
1022,39942441,bad,bad,0.037 *0.963,,
1023,44673503,bad,bad,0.037 *0.963,,
1024,95762355,good,good,*0.895  0.105,,
1025,41159761,bad,bad,0.037 *0.963,,
1026,86142506,bad,bad,0.112 *0.888,,
1027,19552032,bad,bad,0     *1    ,,
1028,86142507,bad,bad,0.112 *0.888,,
1029,75259914,bad,good,*0.75   0.25 ,,
1030,22938021,good,bad,0     *1    ,,
1031,69323954,bad,bad,0.037 *0.963,,
1032,47355262,bad,bad,0.037 *0.963,,
1033,94479547,bad,bad,0.038 *0.962,,
1034,30523627,bad,bad,0.037 *0.963,,
1035,30523626,bad,bad,0.037 *0.963,,
1036,62245245,bad,bad,0.037 *0.963,,
1037,35768768,bad,bad,0.037 *0.963,,
1038,30870722,bad,bad,0.037 *0.963,,
1039,30870720,bad,bad,0.037 *0.963,,
1040,94599137,bad,bad,0.205 *0.795,,
1041,92331214,bad,bad,0.004 *0.996,,
1042,20321735,bad,bad,0     *1    ,,
1043,58743454,bad,bad,0.037 *0.963,,
1044,96689089,good,bad,0.08  *0.92 ,,
1045,60392860,bad,bad,0.037 *0.963,,
1046,45850725,bad,bad,0.037 *0.963,,
1047,45850728,bad,bad,0.037 *0.963,,
1048,66604316,bad,bad,0.01  *0.99 ,,
1049,87479579,bad,bad,0.02  *0.98 ,,
1050,12926477,bad,bad,0.027 *0.973,,
1051,56513173,bad,bad,0.013 *0.987,,
1052,9786219,good,good,*1      0    ,,
1053,32110531,bad,bad,0.032 *0.968,,
1054,32110530,bad,bad,0.032 *0.968,,
1055,11256941,bad,bad,0.027 *0.973,,
1056,7668974,bad,bad,0.005 *0.995,,
1057,19552034,bad,bad,0.027 *0.973,,
1058,69323954,bad,bad,0.01  *0.99 ,,
1059,88987917,bad,bad,0.004 *0.996,,
1060,21591612,bad,bad,0.027 *0.973,,
1061,52198658,bad,bad,0.013 *0.987,,
1062,71929702,good,good,*1      0    ,,
1063,35768768,bad,bad,0.032 *0.968,,
1064,28257540,bad,bad,0.156 *0.844,,
1065,45869640,bad,bad,0.011 *0.989,,
1066,20321734,bad,bad,0.027 *0.973,,
1067,58743452,good,good,*0.846  0.154,,
1068,58743454,bad,bad,0.012 *0.988,,
1069,87479580,bad,bad,0.02  *0.98 ,,
1070,96590063,bad,bad,0.08  *0.92 ,,
1071,20321733,bad,bad,0.027 *0.973,,
1072,91845162,bad,bad,0.004 *0.996,,
1073,45850727,bad,bad,0.011 *0.989,,
1074,74995666,bad,bad,0.043 *0.957,,
1075,45869639,bad,bad,0.011 *0.989,,
1076,39942441,bad,bad,0.12  *0.88 ,,
1077,44673503,bad,bad,0.011 *0.989,,
1078,11256941,bad,bad,0.027 *0.973,,
1079,7668973,bad,bad,0.005 *0.995,,
1080,7668974,bad,bad,0.005 *0.995,,
1081,16306266,bad,bad,0.027 *0.973,,
1082,19552034,bad,bad,0.027 *0.973,,
1083,52421327,bad,bad,0.013 *0.987,,
1084,52421326,bad,bad,0.013 *0.987,,
1085,58743454,bad,bad,0.012 *0.988,,
1086,58743455,bad,bad,0.012 *0.988,,
1087,89269801,bad,bad,0.004 *0.996,,
1088,60392860,bad,bad,0.01  *0.99 ,,
1089,12926479,bad,bad,0.003 *0.997,,
1090,52068146,bad,bad,0.019 *0.981,,
1091,52198660,bad,bad,0     *1    ,,
1092,90783920,bad,bad,0     *1    ,,
1093,32197588,bad,bad,0     *1    ,,
1094,87217530,bad,bad,0     *1    ,,
1095,7668975,bad,bad,0.003 *0.997,,
1096,12271644,bad,bad,0.003 *0.997,,
1097,22938022,bad,bad,0     *1    ,,
1098,22938021,bad,bad,0     *1    ,,
1099,22938024,bad,bad,0     *1    ,,
1100,30523626,good,good,*0.92   0.08 ,,
1101,52421325,bad,bad,0     *1    ,,
1102,52421326,bad,bad,0     *1    ,,
1103,21591615,bad,bad,0     *1    ,,
1104,52198659,bad,bad,0     *1    ,,
1105,52198657,bad,bad,0     *1    ,,
1106,92331214,bad,bad,0     *1    ,,
1107,93306185,bad,bad,0     *1    ,,
1108,96929765,bad,bad,0     *1    ,,
1109,94599140,good,good,*0.947  0.053,,
1110,12926479,bad,bad,0.06  *0.94 ,,
1111,12926478,bad,bad,0.06  *0.94 ,,
1112,12926476,bad,bad,0.06  *0.94 ,,
1113,50249253,bad,bad,0.06  *0.94 ,,
1114,45869638,bad,bad,0.06  *0.94 ,,
1115,32110529,bad,bad,0.06  *0.94 ,,
1116,99720138,bad,good,*0.727  0.273,,
1117,52198660,bad,bad,0.06  *0.94 ,,
1118,39942443,bad,bad,0.06  *0.94 ,,
1119,44673503,bad,bad,0.06  *0.94 ,,
1120,33173731,bad,bad,0.06  *0.94 ,,
1121,93485612,good,good,*0.893  0.107,,
1122,7668972,bad,bad,0.06  *0.94 ,,
1123,16306266,bad,bad,0.06  *0.94 ,,
1124,19552035,bad,bad,0.06  *0.94 ,,
1125,19552033,bad,bad,0.06  *0.94 ,,
1126,95279263,bad,bad,0.113 *0.888,,
1127,62245245,bad,bad,0.06  *0.94 ,,
1128,52421328,bad,bad,0.06  *0.94 ,,
1129,52421325,bad,bad,0.06  *0.94 ,,
1130,21591613,bad,bad,0.06  *0.94 ,,
1131,21591615,bad,bad,0.06  *0.94 ,,
1132,30870721,bad,bad,0.06  *0.94 ,,
1133,20321734,bad,bad,0.06  *0.94 ,,
1134,58743455,bad,bad,0.06  *0.94 ,,
1135,58743453,bad,bad,0.06  *0.94 ,,
1136,96590060,bad,bad,0.048 *0.952,,
1137,96590063,bad,bad,0.048 *0.952,,
1138,20321733,bad,bad,0.06  *0.94 ,,
1139,60392861,bad,bad,0.06  *0.94 ,,
1140,45850725,bad,bad,0.06  *0.94 ,,
1141,45850728,bad,bad,0.06  *0.94 ,,
1142,7481378,bad,bad,0.003 *0.997,,
1143,12926478,bad,bad,0.003 *0.997,,
1144,56513173,bad,bad,0     *1    ,,
1145,39942442,good,good,*0.926  0.074,,
1146,32197588,bad,bad,0     *1    ,,
1147,7668972,bad,bad,0.003 *0.997,,
1148,24748479,bad,bad,0     *1    ,,
1149,94479547,bad,bad,0.008 *0.992,,
1150,11728976,bad,bad,0.003 *0.997,,
1151,45850726,bad,bad,0.003 *0.997,,
1152,52068145,good,good,*0.771  0.229,,
1153,12926477,bad,bad,0.027 *0.973,,
1154,39942440,bad,bad,0.12  *0.88 ,,
1155,28187355,bad,bad,0.027 *0.973,,
1156,33173731,bad,bad,0.032 *0.968,,
1157,18707297,bad,bad,0.027 *0.973,,
1158,88436999,bad,bad,0.004 *0.996,,
1159,59171420,bad,bad,0.01  *0.99 ,,
1160,12271644,bad,bad,0.027 *0.973,,
1161,22938024,bad,bad,0.027 *0.973,,
1162,30523628,good,good,*0.525  0.475,,
1163,30523627,good,good,*0.525  0.475,,
1164,82456576,bad,bad,0.043 *0.957,,
1165,52421325,bad,bad,0.013 *0.987,,
1166,11728976,bad,bad,0.027 *0.973,,
1167,21591614,bad,bad,0.027 *0.973,,
1168,94599137,good,good,*0.677  0.323,,
1169,94599138,good,bad,0.169 *0.831,,
1170,81986705,bad,bad,0.043 *0.957,,
1171,74995666,bad,bad,0.039 *0.961,,
1172,87479578,bad,bad,0.279 *0.721,,
1173,52068145,bad,bad,0     *1    ,,
1174,32110530,bad,bad,0.01  *0.99 ,,
1175,32110532,bad,bad,0.01  *0.99 ,,
1176,11256943,bad,bad,0.033 *0.967,,
1177,7668975,bad,bad,0.051 *0.949,,
1178,24748479,bad,bad,0.06  *0.94 ,,
1179,33998453,bad,bad,0.01  *0.99 ,,
1180,41159761,bad,bad,0     *1    ,,
1181,86142506,bad,bad,0.012 *0.988,,
1182,19552035,bad,bad,0     *1    ,,
1183,30523628,bad,bad,0.208 *0.792,,
1184,30523626,bad,bad,0     *1    ,,
1185,82456576,bad,bad,0.012 *0.988,,
1186,88304927,bad,good,*0.889  0.111,,
1187,52421327,bad,bad,0.001 *0.999,,
1188,21591613,bad,bad,0.143 *0.857,,
1189,96590062,bad,bad,0.08  *0.92 ,,
1190,30870723,bad,bad,0.01  *0.99 ,,
1191,30870722,bad,bad,0.01  *0.99 ,,
1192,30870720,bad,bad,0.01  *0.99 ,,
1193,58743452,bad,good,*1      0    ,,
1194,87479580,bad,bad,0.241 *0.759,,
1195,96590063,bad,bad,0.08  *0.92 ,,
1196,20321733,bad,bad,0     *1    ,,
1197,60392862,bad,bad,0.028 *0.972,,
1198,60392860,bad,bad,0.028 *0.972,,
1199,45850727,bad,bad,0     *1    ,,
1200,72490863,bad,bad,0.039 *0.961,,
1201,14953989,bad,bad,0     *1    ,,
1202,52068145,good,bad,0.081 *0.919,,
1203,44526267,bad,bad,0.081 *0.919,,
